site,ID,Year,CEC,clay,bulkdens,soil_type,SOC,pH,PS,dep,irr,fer,man,soilCd,rice_yield,straw_yield,straw_recy,lime,scenario,Cd_solu,Cd_rice,Cd_straw,crop,res_in,lea,Cd_acc
QY274,QY274,2044,182.6476553,21.99329667,1379.999995,Calcareous,1.991739137,6.638744,0.91,3.305774689,1.377063064,2.23987733,0,0.277026284,9.314890271,9.156537136,0.84,0,BAU,0.052395471,0.052747869,0.152126515,0.714212941,1.170079749,0.476798787,5.731703355
QY274,QY274,2045,182.6476553,21.99329667,1379.999995,Calcareous,1.990362326,6.638744,0.91,3.305774689,1.377063064,2.23987733,0,0.279102988,9.314890271,9.156537136,0.84,0,BAU,0.052849026,0.053154901,0.15330041,0.719724216,1.179108751,0.480926134,5.722064733
QY274,QY274,2046,182.6476553,21.99329667,1379.999995,Calcareous,1.989021746,6.638656,0.91,3.305774689,1.377063064,2.23987733,0,0.2811762,9.314890271,9.156537136,0.84,0,BAU,0.053308647,0.053564412,0.154481452,0.725269045,1.188192727,0.485108686,5.712337352
QY274,QY274,2047,182.6476553,21.99329667,1379.999995,Calcareous,1.987717398,6.638656,0.91,3.305774689,1.377063064,2.23987733,0,0.283245887,9.314890271,9.156537136,0.84,0,BAU,0.053760094,0.053968801,0.155647721,0.730744518,1.197163077,0.489216857,5.702753708
QY274,QY274,2048,182.6476553,21.99329667,1379.999995,Calcareous,1.98641305,6.638656,0.91,3.305774689,1.377063064,2.23987733,0,0.285312102,9.314890271,9.156537136,0.84,0,BAU,0.054211735,0.05437299,0.156813416,0.736217293,1.206129007,0.493326788,5.693171002
QY274,QY274,2049,182.6476553,21.99329667,1379.999995,Calcareous,1.985144934,6.638568,0.91,3.305774689,1.377063064,2.23987733,0,0.287374845,9.314890271,9.156537136,0.84,0,BAU,0.054669542,0.054779687,0.157986344,0.741724027,1.215150572,0.497492832,5.683498224
QY274,QY274,2050,182.6476553,21.99329667,1379.999995,Calcareous,1.983876818,6.638568,0.91,3.305774689,1.377063064,2.23987733,0,0.289434084,9.314890271,9.156537136,0.84,0,BAU,0.05512026,0.055182309,0.159147517,0.747175574,1.224081724,0.501594366,5.673945142
QY278,QY278,2020,235.5,10.79003622,1389.999986,Calcareous,2.547086357,6.68424,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.36908461,11.85531489,11.65377454,0.84,0,BAU,0.049674236,0.073278696,0.211338069,1.262803814,2.068824414,0.452035545,5.645721674
QY278,QY278,2021,235.5,10.79003622,1389.999986,Calcareous,2.546151105,6.684064,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.371115445,11.85531489,11.65377454,0.84,0,BAU,0.049993744,0.073691939,0.212529874,1.269925182,2.0804912,0.454943072,5.635692778
QY278,QY278,2022,235.5,10.79003622,1389.999986,Calcareous,2.545000026,6.683888,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.373142673,11.85531489,11.65377454,0.84,0,BAU,0.050318982,0.074112239,0.213742032,1.277168165,2.092357222,0.457902732,5.625490136
QY278,QY278,2023,235.5,10.79003622,1389.999986,Calcareous,2.543705062,6.683712,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.37516623,11.85531489,11.65377454,0.84,0,BAU,0.050648137,0.074537234,0.214967732,1.28449206,2.104355803,0.460898049,5.615170924
QY278,QY278,2024,235.5,10.79003622,1389.999986,Calcareous,2.542302184,6.683536,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.377186076,11.85531489,11.65377454,0.84,0,BAU,0.050980319,0.074965759,0.216203611,1.29187678,2.116454031,0.463920904,5.604763348
QY278,QY278,2025,235.5,10.79003622,1389.999986,Calcareous,2.540863336,6.683448,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.379202178,11.85531489,11.65377454,0.84,0,BAU,0.051306775,0.075390013,0.217427173,1.299187906,2.128431692,0.466891649,5.594481478
QY278,QY278,2026,235.5,10.79003622,1389.999986,Calcareous,2.539352544,6.683272,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.381214581,11.85531489,11.65377454,0.84,0,BAU,0.05164219,0.07582196,0.218672922,1.306631604,2.140626542,0.469943925,5.583985505
QY278,QY278,2027,235.5,10.79003622,1389.999986,Calcareous,2.537841753,6.683096,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.383223209,11.85531489,11.65377454,0.84,0,BAU,0.051977802,0.076253768,0.219918269,1.314072896,2.152817453,0.472998001,5.573490135
QY278,QY278,2028,235.5,10.79003622,1389.999986,Calcareous,2.536330961,6.68292,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.385228062,11.85531489,11.65377454,0.84,0,BAU,0.052313613,0.076685437,0.221163216,1.321511804,2.165004456,0.476053876,5.562995353
QY278,QY278,2029,235.5,10.79003622,1389.999986,Calcareous,2.534784199,6.682832,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.387229139,11.85531489,11.65377454,0.84,0,BAU,0.052643581,0.077112791,0.222395719,1.32887635,2.177069634,0.479056583,5.552628099
QY278,QY278,2030,235.5,10.79003622,1389.999986,Calcareous,2.533273407,6.682656,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.389226488,11.85531489,11.65377454,0.84,0,BAU,0.052979753,0.077544172,0.223639836,1.336310295,2.189248506,0.482115753,5.542134986
QY278,QY278,2031,235.5,10.79003622,1389.999986,Calcareous,2.531762616,6.682568,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.391220061,11.85531489,11.65377454,0.84,0,BAU,0.053308992,0.077969888,0.224867614,1.343646612,2.201267437,0.485111827,5.531802594
QY278,QY278,2032,235.5,10.79003622,1389.999986,Calcareous,2.530287796,6.682392,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.393209918,11.85531489,11.65377454,0.84,0,BAU,0.053644497,0.078399664,0.226107102,1.3510529,2.213401,0.488164927,5.521343206
QY278,QY278,2033,235.5,10.79003622,1389.999986,Calcareous,2.528848947,6.682216,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.395196013,11.85531489,11.65377454,0.84,0,BAU,0.053979157,0.07882797,0.22734235,1.35843385,2.225493052,0.491210328,5.510916855
QY278,QY278,2034,235.5,10.79003622,1389.999986,Calcareous,2.527410098,6.682128,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.397178357,11.85531489,11.65377454,0.84,0,BAU,0.054306723,0.079250496,0.228560926,1.365715183,2.237421904,0.494191182,5.500654668
QY278,QY278,2035,235.5,10.79003622,1389.999986,Calcareous,2.525971249,6.681952,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.39915701,11.85531489,11.65377454,0.84,0,BAU,0.054641686,0.079678463,0.229795197,1.373090297,2.249504394,0.497239342,5.490231395
QY278,QY278,2036,235.5,10.79003622,1389.999986,Calcareous,2.524568371,6.681864,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.401131914,11.85531489,11.65377454,0.84,0,BAU,0.054968416,0.080099245,0.231008745,1.380341579,2.261384015,0.500212589,5.480006865
QY278,QY278,2037,235.5,10.79003622,1389.999986,Calcareous,2.523201465,6.681776,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.403103139,11.85531489,11.65377454,0.84,0,BAU,0.055294167,0.080518451,0.232217751,1.387565727,2.273219181,0.503176918,5.469818388
QY278,QY278,2038,235.5,10.79003622,1389.999986,Calcareous,2.52187053,6.6816,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.4050707,11.85531489,11.65377454,0.84,0,BAU,0.055626357,0.080941804,0.233438712,1.394861313,2.285171384,0.506199848,5.459499873
QY278,QY278,2039,235.5,10.79003622,1389.999986,Calcareous,2.520539594,6.681512,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.407034549,11.85531489,11.65377454,0.84,0,BAU,0.055951195,0.08135919,0.234642467,1.402054083,2.296955145,0.509155874,5.449351076
QY278,QY278,2040,235.5,10.79003622,1389.999986,Calcareous,2.519208659,6.681424,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.408994747,11.85531489,11.65377454,0.84,0,BAU,0.056276084,0.081776333,0.235845519,1.409242653,2.308732025,0.512112366,5.439206014
QY278,QY278,2041,235.5,10.79003622,1389.999986,Calcareous,2.517949666,6.681248,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.410951296,11.85531489,11.65377454,0.84,0,BAU,0.056606427,0.08219629,0.237056691,1.41647974,2.320588389,0.515118485,5.428962808
QY278,QY278,2042,235.5,10.79003622,1389.999986,Calcareous,2.516690673,6.68116,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.41290416,11.85531489,11.65377454,0.84,0,BAU,0.056929261,0.082610169,0.23825033,1.423612067,2.332273128,0.518056277,5.418892688
QY278,QY278,2043,235.5,10.79003622,1389.999986,Calcareous,2.515467652,6.681072,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.414853402,11.85531489,11.65377454,0.84,0,BAU,0.057251025,0.08302238,0.239439159,1.43071565,2.343910775,0.520984326,5.408861058
QY278,QY278,2044,235.5,10.79003622,1389.999986,Calcareous,2.51424463,6.680984,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.416799036,11.85531489,11.65377454,0.84,0,BAU,0.057572803,0.083434311,0.240627182,1.437814423,2.355540542,0.523912504,5.398834106
QY278,QY278,2045,235.5,10.79003622,1389.999986,Calcareous,2.51305758,6.680896,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.418741062,11.85531489,11.65377454,0.84,0,BAU,0.057893484,0.083844549,0.24181032,1.444883999,2.367122477,0.526830703,5.388846331
QY278,QY278,2046,235.5,10.79003622,1389.999986,Calcareous,2.511870529,6.680808,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.420679496,11.85531489,11.65377454,0.84,0,BAU,0.058214167,0.084254496,0.242992621,1.451948577,2.378696225,0.529748919,5.378863537
QY278,QY278,2047,235.5,10.79003622,1389.999986,Calcareous,2.51071945,6.68072,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.422614339,11.85531489,11.65377454,0.84,0,BAU,0.058533728,0.084662723,0.244169961,1.458983509,2.390221403,0.53265692,5.368920603
QY278,QY278,2048,235.5,10.79003622,1389.999986,Calcareous,2.509604342,6.680632,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.424545606,11.85531489,11.65377454,0.84,0,BAU,0.058852147,0.08506921,0.245342283,1.465988462,2.401697467,0.53555454,5.359018031
QY278,QY278,2049,235.5,10.79003622,1389.999986,Calcareous,2.508489234,6.680544,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.42647331,11.85531489,11.65377454,0.84,0,BAU,0.059170545,0.085475385,0.246513704,1.472988028,2.413164706,0.538451955,5.34912105
QY278,QY278,2050,235.5,10.79003622,1389.999986,Calcareous,2.507410098,6.680456,0.91,3.033854961,1.664208361,1.152524012,1.509973699,0.428397454,11.85531489,11.65377454,0.84,0,BAU,0.059487775,0.085879795,0.247680033,1.479957171,2.424582103,0.541338756,5.339265107
QY284,QY284,2020,169.1609632,28.294258,1379.999995,Calcareous,2.700326096,6.69128,0.91,3.242710829,1.37913174,0.414379014,0,0.195254773,6.774465652,6.659299736,0.84,0,BAU,0.022047447,0.022279238,0.064254023,0.219391818,0.359424911,0.200631765,4.616198
QY284,QY284,2021,169.1609632,28.294258,1379.999995,Calcareous,2.681702908,6.69128,0.91,3.242710829,1.37913174,0.414379014,0,0.196927309,6.774465652,6.659299736,0.84,0,BAU,0.022449215,0.022638874,0.065291225,0.222933287,0.365226825,0.204287854,4.609000442
QY284,QY284,2022,169.1609632,28.294258,1379.999995,Calcareous,2.663260879,6.691192,0.91,3.242710829,1.37913174,0.414379014,0,0.198597237,6.774465652,6.659299736,0.84,0,BAU,0.022858747,0.023003605,0.066343121,0.226524927,0.371110931,0.2080146,4.601682056
QY284,QY284,2023,169.1609632,28.294258,1379.999995,Calcareous,2.645000009,6.691104,0.91,3.242710829,1.37913174,0.414379014,0,0.200264513,6.774465652,6.659299736,0.84,0,BAU,0.023273097,0.02337184,0.067405123,0.230151076,0.377051574,0.211785187,4.59428532
QY284,QY284,2024,169.1609632,28.294258,1379.999995,Calcareous,2.627028995,6.691104,0.91,3.242710829,1.37913174,0.414379014,0,0.201929109,6.774465652,6.659299736,0.84,0,BAU,0.023687785,0.023740726,0.068469003,0.233783633,0.383002714,0.215558844,4.586879105
QY284,QY284,2025,169.1609632,28.294258,1379.999995,Calcareous,2.609311603,6.691016,0.91,3.242710829,1.37913174,0.414379014,0,0.203591022,6.774465652,6.659299736,0.84,0,BAU,0.024109443,0.024113911,0.069545278,0.237458515,0.389023194,0.219395929,4.579367139
QY284,QY284,2026,169.1609632,28.294258,1379.999995,Calcareous,2.591847835,6.691016,0.91,3.242710829,1.37913174,0.414379014,0,0.205250213,6.774465652,6.659299736,0.84,0,BAU,0.024531604,0.024487928,0.070623957,0.241141605,0.395057121,0.223237599,4.571842379
QY284,QY284,2027,169.1609632,28.294258,1379.999995,Calcareous,2.574673922,6.691016,0.91,3.242710829,1.37913174,0.414379014,0,0.206906677,6.774465652,6.659299736,0.84,0,BAU,0.024956892,0.02486398,0.0717085,0.244844719,0.401123853,0.227107721,4.564269144
QY284,QY284,2028,169.1609632,28.294258,1379.999995,Calcareous,2.557789864,6.690928,0.91,3.242710829,1.37913174,0.414379014,0,0.208560398,6.774465652,6.659299736,0.84,0,BAU,0.025388587,0.025243751,0.072803774,0.24858447,0.407250608,0.231036139,4.556600974
QY284,QY284,2029,169.1609632,28.294258,1379.999995,Calcareous,2.541195661,6.690928,0.91,3.242710829,1.37913174,0.414379014,0,0.21021134,6.774465652,6.659299736,0.84,0,BAU,0.025819831,0.025623581,0.073899213,0.252324788,0.413378291,0.234960466,4.548936328
QY284,QY284,2030,169.1609632,28.294258,1379.999995,Calcareous,2.524891313,6.69084,0.91,3.242710829,1.37913174,0.414379014,0,0.211859506,6.774465652,6.659299736,0.84,0,BAU,0.026257351,0.026006965,0.075004907,0.256100117,0.419563332,0.238941894,4.541179571
QY284,QY284,2031,169.1609632,28.294258,1379.999995,Calcareous,2.508840588,6.69084,0.91,3.242710829,1.37913174,0.414379014,0,0.213504861,6.774465652,6.659299736,0.84,0,BAU,0.026694563,0.026390575,0.07611125,0.259877666,0.425752008,0.242920519,4.533423398
QY284,QY284,2032,169.1609632,28.294258,1379.999995,Calcareous,2.493115951,6.69084,0.91,3.242710829,1.37913174,0.414379014,0,0.215147405,6.774465652,6.659299736,0.84,0,BAU,0.027133761,0.026775219,0.077220575,0.263665394,0.431957361,0.246917225,4.525638964
QY284,QY284,2033,169.1609632,28.294258,1379.999995,Calcareous,2.477644936,6.690752,0.91,3.242710829,1.37913174,0.414379014,0,0.21678713,6.774465652,6.659299736,0.84,0,BAU,0.027579535,0.027163607,0.078340699,0.267489997,0.438223127,0.250973772,4.517757814
QY284,QY284,2034,169.1609632,28.294258,1379.999995,Calcareous,2.462463777,6.690752,0.91,3.242710829,1.37913174,0.414379014,0,0.218423998,6.774465652,6.659299736,0.84,0,BAU,0.028023899,0.027551334,0.079458915,0.271308083,0.444478215,0.255017483,4.509896018
QY284,QY284,2035,169.1609632,28.294258,1379.999995,Calcareous,2.44753624,6.690664,0.91,3.242710829,1.37913174,0.414379014,0,0.220058019,6.774465652,6.659299736,0.84,0,BAU,0.0284747,0.027942636,0.080587443,0.27516138,0.45079099,0.25911977,4.501940433
QY284,QY284,2036,169.1609632,28.294258,1379.999995,Calcareous,2.432898559,6.690664,0.91,3.242710829,1.37913174,0.414379014,0,0.221689157,6.774465652,6.659299736,0.84,0,BAU,0.028923677,0.02833297,0.081713178,0.27900514,0.45708814,0.26320546,4.494010983
QY284,QY284,2037,169.1609632,28.294258,1379.999995,Calcareous,2.418478269,6.690664,0.91,3.242710829,1.37913174,0.414379014,0,0.223317421,6.774465652,6.659299736,0.84,0,BAU,0.029375592,0.028725166,0.082844283,0.282867234,0.463415325,0.267317887,4.486036462
QY284,QY284,2038,169.1609632,28.294258,1379.999995,Calcareous,2.404347834,6.690576,0.91,3.242710829,1.37913174,0.414379014,0,0.224942797,6.774465652,6.659299736,0.84,0,BAU,0.029833131,0.029120166,0.083983476,0.286756945,0.469787755,0.271481492,4.477983146
QY284,QY284,2039,169.1609632,28.294258,1379.999995,Calcareous,2.390471023,6.690576,0.91,3.242710829,1.37913174,0.414379014,0,0.226565255,6.774465652,6.659299736,0.84,0,BAU,0.030288809,0.029514244,0.085120009,0.290637577,0.476145311,0.275628163,4.469955843
QY284,QY284,2040,169.1609632,28.294258,1379.999995,Calcareous,2.376847834,6.690576,0.91,3.242710829,1.37913174,0.414379014,0,0.228184804,6.774465652,6.659299736,0.84,0,BAU,0.030746411,0.029909316,0.08625941,0.294527998,0.482518904,0.279792342,4.461901243
QY284,QY284,2041,169.1609632,28.294258,1379.999995,Calcareous,2.363478269,6.690488,0.91,3.242710829,1.37913174,0.414379014,0,0.229801435,6.774465652,6.659299736,0.84,0,BAU,0.031209959,0.030307404,0.087407509,0.298448118,0.488941153,0.284010624,4.453762841
QY284,QY284,2042,169.1609632,28.294258,1379.999995,Calcareous,2.350326095,6.690488,0.91,3.242710829,1.37913174,0.414379014,0,0.231415117,6.774465652,6.659299736,0.84,0,BAU,0.03167166,0.030704663,0.088553215,0.302360068,0.495350016,0.288212109,4.445649406
QY284,QY284,2043,169.1609632,28.294258,1379.999995,Calcareous,2.337391312,6.690488,0.91,3.242710829,1.37913174,0.414379014,0,0.23302586,6.774465652,6.659299736,0.84,0,BAU,0.032135508,0.031103111,0.089702353,0.306283738,0.501778081,0.292433123,4.437504722
QY284,QY284,2044,169.1609632,28.294258,1379.999995,Calcareous,2.324746385,6.6904,0.91,3.242710829,1.37913174,0.414379014,0,0.234633651,6.774465652,6.659299736,0.84,0,BAU,0.032604373,0.031503719,0.090857717,0.310228662,0.508240966,0.29669979,4.42929313
QY284,QY284,2045,169.1609632,28.294258,1379.999995,Calcareous,2.312282617,6.6904,0.91,3.242710829,1.37913174,0.414379014,0,0.236238467,6.774465652,6.659299736,0.84,0,BAU,0.033071465,0.031903639,0.092011099,0.314166822,0.51469277,0.300950328,4.421104433
QY284,QY284,2046,169.1609632,28.294258,1379.999995,Calcareous,2.300072472,6.6904,0.91,3.242710829,1.37913174,0.414379014,0,0.237840317,6.774465652,6.659299736,0.84,0,BAU,0.033539572,0.032303797,0.093165168,0.318107328,0.521148416,0.305210108,4.412904147
QY284,QY284,2047,169.1609632,28.294258,1379.999995,Calcareous,2.288043486,6.6904,0.91,3.242710829,1.37913174,0.414379014,0,0.239439195,6.774465652,6.659299736,0.84,0,BAU,0.034009958,0.032705268,0.094323023,0.322060759,0.527625236,0.309490615,4.404670209
QY284,QY284,2048,169.1609632,28.294258,1379.999995,Calcareous,2.276268124,6.690312,0.91,3.242710829,1.37913174,0.414379014,0,0.24103509,6.774465652,6.659299736,0.84,0,BAU,0.034485657,0.033109067,0.095487594,0.326037121,0.534139626,0.313819476,4.396364986
QY284,QY284,2049,169.1609632,28.294258,1379.999995,Calcareous,2.264710153,6.690312,0.91,3.242710829,1.37913174,0.414379014,0,0.242627976,6.774465652,6.659299736,0.84,0,BAU,0.034958065,0.033511004,0.09664679,0.329995135,0.540623954,0.318118387,4.388108061
QY284,QY284,2050,169.1609632,28.294258,1379.999995,Calcareous,2.253333341,6.690312,0.91,3.242710829,1.37913174,0.414379014,0,0.24421787,6.774465652,6.659299736,0.84,0,BAU,0.035432343,0.033913917,0.097808805,0.333962769,0.547124044,0.322434319,4.379824495
QY285,QY285,2020,229.5576679,18.18878167,1230.000019,Calcareous,2.732520283,6.68468,0.91,3.275354624,1.390191365,0.689286147,0,0.403552707,6.774465652,6.659299736,0.84,0,BAU,0.047753727,0.054922899,0.158399371,0.540845915,0.886056267,0.434558915,4.379427306
QY285,QY285,2021,229.5576679,18.18878167,1230.000019,Calcareous,2.717073129,6.684504,0.91,3.275354624,1.390191365,0.689286147,0,0.405332962,6.774465652,6.659299736,0.84,0,BAU,0.048349458,0.055523779,0.160132328,0.546763,0.895750101,0.439980066,4.36808907
QY285,QY285,2022,229.5576679,18.18878167,1230.000019,Calcareous,2.701747926,6.684416,0.91,3.275354624,1.390191365,0.689286147,0,0.407108608,6.774465652,6.659299736,0.84,0,BAU,0.04894369,0.056124823,0.161865756,0.552681697,0.905446575,0.445387583,4.356762856
QY285,QY285,2023,229.5576679,18.18878167,1230.000019,Calcareous,2.686585324,6.684328,0.91,3.275354624,1.390191365,0.689286147,0,0.40887965,6.774465652,6.659299736,0.84,0,BAU,0.049541799,0.056728894,0.163607918,0.558630211,0.915191898,0.450830371,4.345371554
QY285,QY285,2024,229.5576679,18.18878167,1230.000019,Calcareous,2.671625975,6.68424,0.91,3.275354624,1.390191365,0.689286147,0,0.410646061,6.774465652,6.659299736,0.84,0,BAU,0.050142693,0.05733489,0.16535563,0.564597679,0.924968272,0.456298509,4.333935948
QY285,QY285,2025,229.5576679,18.18878167,1230.000019,Calcareous,2.656829227,6.684152,0.91,3.275354624,1.390191365,0.689286147,0,0.412407823,6.774465652,6.659299736,0.84,0,BAU,0.05074729,0.057943732,0.167111548,0.570593164,0.934790546,0.461800335,4.322438637
QY285,QY285,2026,229.5576679,18.18878167,1230.000019,Calcareous,2.642235731,6.684064,0.91,3.275354624,1.390191365,0.689286147,0,0.414164912,6.774465652,6.659299736,0.84,0,BAU,0.051354454,0.058554275,0.168872375,0.576605409,0.944640279,0.467325532,4.310901194
QY285,QY285,2027,229.5576679,18.18878167,1230.000019,Calcareous,2.627886138,6.683976,0.91,3.275354624,1.390191365,0.689286147,0,0.415917311,6.774465652,6.659299736,0.84,0,BAU,0.051962977,0.059165308,0.170634612,0.582622471,0.954497903,0.472863091,4.299346574
QY285,QY285,2028,229.5576679,18.18878167,1230.000019,Calcareous,2.613780447,6.683888,0.91,3.275354624,1.390191365,0.689286147,0,0.417665013,6.774465652,6.659299736,0.84,0,BAU,0.052572667,0.059776643,0.172397721,0.588642508,0.964360401,0.478411266,4.287778361
QY285,QY285,2029,229.5576679,18.18878167,1230.000019,Calcareous,2.599878008,6.6838,0.91,3.275354624,1.390191365,0.689286147,0,0.419408012,6.774465652,6.659299736,0.84,0,BAU,0.05318444,0.060389202,0.174164362,0.594674609,0.974242662,0.483978405,4.276179122
QY285,QY285,2030,229.5576679,18.18878167,1230.000019,Calcareous,2.586219472,6.6838,0.91,3.275354624,1.390191365,0.689286147,0,0.421146296,6.774465652,6.659299736,0.84,0,BAU,0.053789823,0.060997385,0.17591838,0.600663604,0.984054304,0.489487391,4.264681141
QY285,QY285,2031,229.5576679,18.18878167,1230.000019,Calcareous,2.572804838,6.683712,0.91,3.275354624,1.390191365,0.689286147,0,0.422879906,6.774465652,6.659299736,0.84,0,BAU,0.054402921,0.061609605,0.177684042,0.60669236,0.993931086,0.49506658,4.253073196
QY285,QY285,2032,229.5576679,18.18878167,1230.000019,Calcareous,2.559593456,6.683624,0.91,3.275354624,1.390191365,0.689286147,0,0.424608798,6.774465652,6.659299736,0.84,0,BAU,0.055017574,0.062222537,0.179451757,0.612728125,1.003819351,0.500659925,4.241444086
QY285,QY285,2033,229.5576679,18.18878167,1230.000019,Calcareous,2.546666627,6.683536,0.91,3.275354624,1.390191365,0.689286147,0,0.426332962,6.774465652,6.659299736,0.84,0,BAU,0.055631242,0.062833657,0.181214247,0.618746051,1.013678389,0.506244303,4.229841783
QY285,QY285,2034,229.5576679,18.18878167,1230.000019,Calcareous,2.5339024,6.683448,0.91,3.275354624,1.390191365,0.689286147,0,0.42805241,6.774465652,6.659299736,0.84,0,BAU,0.056247274,0.063446306,0.182981146,0.624779031,1.023562091,0.511850193,4.218202912
QY285,QY285,2035,229.5576679,18.18878167,1230.000019,Calcareous,2.521422725,6.68336,0.91,3.275354624,1.390191365,0.689286147,0,0.429767127,6.774465652,6.659299736,0.84,0,BAU,0.056861871,0.064056716,0.184741587,0.630789958,1.033409665,0.517443029,4.206599149
QY285,QY285,2036,229.5576679,18.18878167,1230.000019,Calcareous,2.509146303,6.68336,0.91,3.275354624,1.390191365,0.689286147,0,0.431477126,6.774465652,6.659299736,0.84,0,BAU,0.057469556,0.064662502,0.186488694,0.63675536,1.043182654,0.522972956,4.195103821
QY285,QY285,2037,229.5576679,18.18878167,1230.000019,Calcareous,2.497073132,6.683272,0.91,3.275354624,1.390191365,0.689286147,0,0.433182453,6.774465652,6.659299736,0.84,0,BAU,0.058085445,0.06527263,0.188248322,0.642763512,1.05302568,0.528577547,4.183491078
QY285,QY285,2038,229.5576679,18.18878167,1230.000019,Calcareous,2.485203213,6.683184,0.91,3.275354624,1.390191365,0.689286147,0,0.434883059,6.774465652,6.659299736,0.84,0,BAU,0.058701746,0.065882376,0.190006849,0.648767905,1.06286255,0.534185887,4.171878344
QY285,QY285,2039,229.5576679,18.18878167,1230.000019,Calcareous,2.473577197,6.683184,0.91,3.275354624,1.390191365,0.689286147,0,0.436578945,6.774465652,6.659299736,0.84,0,BAU,0.059309034,0.066485559,0.191746447,0.654707667,1.072593533,0.539712208,4.160412261
QY285,QY285,2040,229.5576679,18.18878167,1230.000019,Calcareous,2.462113783,6.683096,0.91,3.275354624,1.390191365,0.689286147,0,0.438270169,6.774465652,6.659299736,0.84,0,BAU,0.059925501,0.067093955,0.193501079,0.660698763,1.082408617,0.545322062,4.148811311
QY285,QY285,2041,229.5576679,18.18878167,1230.000019,Calcareous,2.450894271,6.683008,0.91,3.275354624,1.390191365,0.689286147,0,0.439956678,6.774465652,6.659299736,0.84,0,BAU,0.060540464,0.067700104,0.195249232,0.666667734,1.092187455,0.550918223,4.137246179
QY285,QY285,2042,229.5576679,18.18878167,1230.000019,Calcareous,2.439878011,6.683008,0.91,3.275354624,1.390191365,0.689286147,0,0.441638485,6.774465652,6.659299736,0.84,0,BAU,0.061146854,0.068300267,0.196980121,0.672577758,1.10186972,0.556436368,4.125818011
QY285,QY285,2043,229.5576679,18.18878167,1230.000019,Calcareous,2.429024353,6.68292,0.91,3.275354624,1.390191365,0.689286147,0,0.443315647,6.774465652,6.659299736,0.84,0,BAU,0.061762134,0.068905268,0.198724963,0.678535424,1.111630037,0.562035421,4.114261291
QY285,QY285,2044,229.5576679,18.18878167,1230.000019,Calcareous,2.418414597,6.682832,0.91,3.275354624,1.390191365,0.689286147,0,0.444988111,6.774465652,6.659299736,0.84,0,BAU,0.062375246,0.069507402,0.200461538,0.684464864,1.121344112,0.567614743,4.102752529
QY285,QY285,2045,229.5576679,18.18878167,1230.000019,Calcareous,2.407926792,6.682832,0.91,3.275354624,1.390191365,0.689286147,0,0.446655896,6.774465652,6.659299736,0.84,0,BAU,0.062981775,0.070105642,0.20218688,0.69035595,1.130995352,0.573134154,4.091342032
QY285,QY285,2046,229.5576679,18.18878167,1230.000019,Calcareous,2.39768289,6.682744,0.91,3.275354624,1.390191365,0.689286147,0,0.448319043,6.774465652,6.659299736,0.84,0,BAU,0.063594063,0.07070556,0.203917063,0.696263566,1.140673672,0.578705973,4.079862597
QY285,QY285,2047,229.5576679,18.18878167,1230.000019,Calcareous,2.387601589,6.682744,0.91,3.275354624,1.390191365,0.689286147,0,0.449977524,6.774465652,6.659299736,0.84,0,BAU,0.064197832,0.071299778,0.205630805,0.702115043,1.150260022,0.584200272,4.068516821
QY285,QY285,2048,229.5576679,18.18878167,1230.000019,Calcareous,2.37772354,6.682656,0.91,3.275354624,1.390191365,0.689286147,0,0.451631393,6.774465652,6.659299736,0.84,0,BAU,0.064808536,0.071896774,0.207352562,0.707993884,1.159891201,0.589757682,4.05708057
