site,ID,Year,dep,irr,CEC,clay,bulkdens,soil_type,SOC,pH,PS,fer,man,soilCd,rice_yield,straw_yield,straw_recy,lime,scenario
QY308,QY308,2044,3.489558458,1.425765356,213,6.16573498,1539.999962,Calcareous,1.52181822,6.670864,0.91,1.144272717,0,0.307962968,7.621273858,7.491712203,0.84,0,BAU
QY308,QY308,2045,3.489558458,1.425765356,213,6.16573498,1539.999962,Calcareous,1.51785718,6.670776,0.91,1.144272717,0,0.309087861,7.621273858,7.491712203,0.84,0,BAU
QY308,QY308,2046,3.489558458,1.425765356,213,6.16573498,1539.999962,Calcareous,1.513961076,6.670688,0.91,1.144272717,0,0.310207029,7.621273858,7.491712203,0.84,0,BAU
QY308,QY308,2047,3.489558458,1.425765356,213,6.16573498,1539.999962,Calcareous,1.510129908,6.6706,0.91,1.144272717,0,0.311320495,7.621273858,7.491712203,0.84,0,BAU
QY308,QY308,2048,3.489558458,1.425765356,213,6.16573498,1539.999962,Calcareous,1.506396141,6.670512,0.91,1.144272717,0,0.312428287,7.621273858,7.491712203,0.84,0,BAU
QY308,QY308,2049,3.489558458,1.425765356,213,6.16573498,1539.999962,Calcareous,1.50272731,6.670424,0.91,1.144272717,0,0.313530454,7.621273858,7.491712203,0.84,0,BAU
QY308,QY308,2050,3.489558458,1.425765356,213,6.16573498,1539.999962,Calcareous,1.499123414,6.670336,0.91,1.144272717,0,0.314627023,7.621273858,7.491712203,0.84,0,BAU
QY310,QY310,2020,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.467737221,6.685648,0.91,0.86373732,0,0.294472622,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2021,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.467262769,6.685472,0.91,0.86373732,0,0.295976582,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2022,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.466605834,6.685296,0.91,0.86373732,0,0.297476826,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2023,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.465875907,6.68512,0.91,0.86373732,0,0.298973256,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2024,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.465072988,6.685032,0.91,0.86373732,0,0.300465831,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2025,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.464233572,6.684856,0.91,0.86373732,0,0.301954579,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2026,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.463357659,6.684768,0.91,0.86373732,0,0.303439414,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2027,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.462481747,6.684592,0.91,0.86373732,0,0.304920384,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2028,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.461569338,6.684504,0.91,0.86373732,0,0.306397425,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2029,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.460656929,6.684328,0.91,0.86373732,0,0.307870584,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2030,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.45974452,6.68424,0.91,0.86373732,0,0.309339797,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2031,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.458868608,6.684064,0.91,0.86373732,0,0.310805133,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2032,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.457992696,6.683976,0.91,0.86373732,0,0.312266548,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2033,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.457116783,6.683888,0.91,0.86373732,0,0.313724114,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2034,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.456240871,6.683712,0.91,0.86373732,0,0.315177832,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2035,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.455401455,6.683624,0.91,0.86373732,0,0.316627637,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2036,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.454562039,6.683536,0.91,0.86373732,0,0.318073623,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2037,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.453759119,6.683448,0.91,0.86373732,0,0.319515791,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2038,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.452956199,6.68336,0.91,0.86373732,0,0.32095417,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2039,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.45215328,6.683272,0.91,0.86373732,0,0.322388761,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2040,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.451386856,6.683096,0.91,0.86373732,0,0.323819567,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2041,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.450620433,6.683008,0.91,0.86373732,0,0.325246544,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2042,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.44985401,6.68292,0.91,0.86373732,0,0.326669767,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2043,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.449124083,6.682832,0.91,0.86373732,0,0.328089238,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2044,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.448394156,6.682744,0.91,0.86373732,0,0.329504985,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2045,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.447664229,6.682656,0.91,0.86373732,0,0.33091701,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2046,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.446970798,6.682568,0.91,0.86373732,0,0.332325319,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2047,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.446277367,6.682568,0.91,0.86373732,0,0.333729937,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2048,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.445620433,6.68248,0.91,0.86373732,0,0.335130944,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2049,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.444963499,6.682392,0.91,0.86373732,0,0.336528292,6.774465652,6.659299736,0.84,0,BAU
QY310,QY310,2050,3.724695683,1.372439536,180.9226869,11.81765871,1370.000005,Calcareous,1.444306564,6.682304,0.91,0.86373732,0,0.337921987,6.774465652,6.659299736,0.84,0,BAU
QY313,QY313,2020,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.595579719,6.67544,0.91,0.578515967,21.79823734,1.361197496,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2021,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.586811603,6.675264,0.91,0.578515967,21.79823734,1.36971275,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2022,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.578442038,6.675,0.91,0.578515967,21.79823734,1.378212774,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2023,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.570362328,6.674824,0.91,0.578515967,21.79823734,1.386697601,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2024,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.562572473,6.674648,0.91,0.578515967,21.79823734,1.395167478,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2025,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.555000009,6.674472,0.91,0.578515967,21.79823734,1.403622517,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2026,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.547644936,6.674296,0.91,0.578515967,21.79823734,1.412062785,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2027,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.540471023,6.67412,0.91,0.578515967,21.79823734,1.420488354,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2028,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.533442038,6.674032,0.91,0.578515967,21.79823734,1.428899273,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2029,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.52655798,6.673856,0.91,0.578515967,21.79823734,1.437295718,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2030,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.519855081,6.673768,0.91,0.578515967,21.79823734,1.445677568,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2031,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.513260878,6.67368,0.91,0.578515967,21.79823734,1.454045038,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2032,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.506775371,6.673504,0.91,0.578515967,21.79823734,1.462398137,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2033,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.500471023,6.673416,0.91,0.578515967,21.79823734,1.470736721,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2034,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.494239139,6.673328,0.91,0.578515967,21.79823734,1.479061019,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2035,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.488115951,6.67324,0.91,0.578515967,21.79823734,1.487371017,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2036,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.48213769,6.673152,0.91,0.578515967,21.79823734,1.495666738,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2037,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.476268124,6.673152,0.91,0.578515967,21.79823734,1.503948232,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2038,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.470507255,6.673064,0.91,0.578515967,21.79823734,1.512215689,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2039,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.464818849,6.672976,0.91,0.578515967,21.79823734,1.520468973,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2040,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.459275371,6.672888,0.91,0.578515967,21.79823734,1.528708085,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2041,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.453804356,6.672888,0.91,0.578515967,21.79823734,1.536933087,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2042,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.448442037,6.6728,0.91,0.578515967,21.79823734,1.545144152,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2043,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.443188414,6.6728,0.91,0.578515967,21.79823734,1.553341148,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2044,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.438007255,6.672712,0.91,0.578515967,21.79823734,1.561524286,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2045,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.432934791,6.672624,0.91,0.578515967,21.79823734,1.569693406,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2046,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.427971023,6.672624,0.91,0.578515967,21.79823734,1.57784855,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2047,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.423079719,6.672536,0.91,0.578515967,21.79823734,1.585989941,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2048,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.418260878,6.672536,0.91,0.578515967,21.79823734,1.594117419,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2049,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.413550733,6.672448,0.91,0.578515967,21.79823734,1.602231178,8.468082065,8.324124669,0.84,0,BAU
QY313,QY313,2050,3.756781578,1.376404546,227.0430925,17.51239167,1379.999995,Calcareous,2.408913052,6.672448,0.91,0.578515967,21.79823734,1.610331095,8.468082065,8.324124669,0.84,0,BAU
QY003,QY003,2020,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.705142903,6.676144,0.91,0.489336211,4.264872523,0.592696515,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2021,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.709571475,6.682656,0.91,0.489336211,4.264872523,0.595277249,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2022,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.713607189,6.685296,0.91,0.489336211,4.264872523,0.597862214,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2023,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.717392903,6.686792,0.91,0.489336211,4.264872523,0.600447424,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2024,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.720892903,6.68776,0.91,0.489336211,4.264872523,0.603031655,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2025,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.724250046,6.688552,0.91,0.489336211,4.264872523,0.605614273,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2026,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.727392904,6.689168,0.91,0.489336211,4.264872523,0.608195055,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2027,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.730464332,6.689696,0.91,0.489336211,4.264872523,0.610773745,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2028,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.733392904,6.690136,0.91,0.489336211,4.264872523,0.613350238,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2029,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.736214332,6.690488,0.91,0.489336211,4.264872523,0.615924395,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2030,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.738964332,6.69084,0.91,0.489336211,4.264872523,0.618496095,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2031,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.741678618,6.691192,0.91,0.489336211,4.264872523,0.621065319,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2032,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.744285761,6.691456,0.91,0.489336211,4.264872523,0.623632063,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2033,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.74685719,6.691632,0.91,0.489336211,4.264872523,0.626196204,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2034,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.74935719,6.691896,0.91,0.489336211,4.264872523,0.62875765,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2035,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.751821475,6.692072,0.91,0.489336211,4.264872523,0.63131647,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2036,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.754250047,6.692248,0.91,0.489336211,4.264872523,0.633872571,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2037,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.756642904,6.692424,0.91,0.489336211,4.264872523,0.636425949,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2038,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.758964333,6.692512,0.91,0.489336211,4.264872523,0.6389766,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2039,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.761285761,6.692688,0.91,0.489336211,4.264872523,0.641524414,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2040,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.763535761,6.692776,0.91,0.489336211,4.264872523,0.644069492,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2041,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.765750047,6.692864,0.91,0.489336211,4.264872523,0.646611723,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2042,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.767928619,6.692952,0.91,0.489336211,4.264872523,0.649151102,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2043,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.770071476,6.69304,0.91,0.489336211,4.264872523,0.651687623,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2044,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.772214333,6.693128,0.91,0.489336211,4.264872523,0.654221283,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2045,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.774285762,6.693216,0.91,0.489336211,4.264872523,0.656752092,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2046,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.776321476,6.693304,0.91,0.489336211,4.264872523,0.659280027,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2047,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.77835719,6.693304,0.91,0.489336211,4.264872523,0.661805084,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2048,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.780321476,6.693392,0.91,0.489336211,4.264872523,0.664327181,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2049,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.782285762,6.69348,0.91,0.489336211,4.264872523,0.666846387,12.7021231,12.486187,0.84,0,BNP
QY003,QY003,2050,3.908966064,1.42678499,146.8921708,9.79635,1399.999976,Calcareous,2.784214333,6.69348,0.91,0.489336211,4.264872523,0.669362714,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2020,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.49744,6.696208,0.91,0.421125166,0,0.326876941,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2021,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.512,6.695592,0.91,0.421125166,0,0.328967387,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2022,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.52592,6.695328,0.91,0.421125166,0,0.331058138,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2023,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.53928,6.69524,0.91,0.421125166,0,0.333149211,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2024,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.55216,6.695152,0.91,0.421125166,0,0.335240535,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2025,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.56468,6.695064,0.91,0.421125166,0,0.337331947,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2026,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.57684,6.695064,0.91,0.421125166,0,0.339423329,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2027,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.58868,6.694976,0.91,0.421125166,0,0.341514625,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2028,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.60028,6.694888,0.91,0.421125166,0,0.343605673,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2029,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.61164,6.6948,0.91,0.421125166,0,0.3456964,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2030,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.62276,6.6948,0.91,0.421125166,0,0.347786734,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2031,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.63368,6.694712,0.91,0.421125166,0,0.349876666,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2032,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.64436,6.694624,0.91,0.421125166,0,0.351966076,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2033,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.65492,6.694624,0.91,0.421125166,0,0.354054896,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2034,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.66524,6.694536,0.91,0.421125166,0,0.356143158,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2035,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.67544,6.694448,0.91,0.421125166,0,0.358230732,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2036,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.68544,6.69436,0.91,0.421125166,0,0.36031759,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2037,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.69528,6.69436,0.91,0.421125166,0,0.362403677,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2038,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.705,6.694272,0.91,0.421125166,0,0.364489014,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2039,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.71452,6.694272,0.91,0.421125166,0,0.366573512,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2040,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.72392,6.694184,0.91,0.421125166,0,0.36865718,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2041,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.73316,6.694096,0.91,0.421125166,0,0.370739929,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2042,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.74224,6.694096,0.91,0.421125166,0,0.372821719,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2043,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.7512,6.694008,0.91,0.421125166,0,0.374902573,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2044,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.76,6.69392,0.91,0.421125166,0,0.376982402,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2045,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.76868,6.69392,0.91,0.421125166,0,0.379061168,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2046,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.77724,6.693832,0.91,0.421125166,0,0.381138907,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2047,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.78564,6.693832,0.91,0.421125166,0,0.383215529,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2048,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.79396,6.693744,0.91,0.421125166,0,0.38529106,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2049,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.80208,6.693656,0.91,0.421125166,0,0.387365423,12.7021231,12.486187,0.84,0,BNP
QY024,QY024,2050,5.299603939,1.305510142,209.2839037,9.303476667,1250,Calcareous,2.81012,6.693656,0.91,0.421125166,0,0.389438569,12.7021231,12.486187,0.84,0,BNP
QY031,QY031,2020,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.24032,4.438128,0.91,0.580553903,3.734775373,0.425929859,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2021,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.2476,4.3782,0.91,0.580553903,3.734775373,0.41782758,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2022,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.2546,4.300672,0.91,0.580553903,3.734775373,0.409065759,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2023,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.26136,4.210648,0.91,0.580553903,3.734775373,0.399319472,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2024,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.26792,4.110416,0.91,0.580553903,3.734775373,0.388304727,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2025,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.27428,4.009568,0.91,0.580553903,3.734775373,0.375735432,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2026,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.28048,3.927464,0.91,0.580553903,3.734775373,0.361509967,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2027,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.28656,3.87572,0.91,0.580553903,3.734775373,0.346050043,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2028,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.29248,3.848264,0.91,0.580553903,3.734775373,0.330186892,11.00850668,10.82136207,0.84,0,BNP
QY031,QY031,2029,5.714715481,1.15037538,89.17338403,7.018336667,1250,Non-calcareous,2.29828,3.8348,0.91,0.580553903,3.734775373,0.314617278,11.00850668,10.82136207,0.84,0,BNP
