"ID","scenario","soil_type","variable","value"
"QY094","BNPRLopt(dep)","Calcareous","fertilizer",0.09498629
"QY094","BAU","Calcareous","total input",5.982458029
"QY094","BNP","Calcareous","total input",5.76853759
"QY094","BNPR","Calcareous","total input",6.845101936
"QY094","BNPL","Calcareous","total input",5.76853759
"QY094","BNPRLopt","Calcareous","total input",6.145120442
"QY094","BNPRLopt(dep)","Calcareous","total input",6.145120442
"QY094","Critical input","Calcareous","total input",6.6284759097515
"QY094","Critical input","Calcareous","critical input",6.6284759097515
"QY095","BAU","Non-calcareous","deposition",4.647268295
"QY095","BNP","Non-calcareous","deposition",4.647268295
"QY095","BNPR","Non-calcareous","deposition",4.647268295
"QY095","BNPL","Non-calcareous","deposition",4.647268295
"QY095","BNPRLopt","Non-calcareous","deposition",2.812137967
"QY095","BNPRLopt(dep)","Non-calcareous","deposition",2.613387967
"QY095","BAU","Non-calcareous","manure",0.638526112
"QY095","BNP","Non-calcareous","manure",0.19875
"QY095","BNPR","Non-calcareous","manure",0.19875
"QY095","BNPL","Non-calcareous","manure",0.19875
"QY095","BNPRLopt","Non-calcareous","manure",0
"QY095","BNPRLopt(dep)","Non-calcareous","manure",0.19875
"QY095","BAU","Non-calcareous","irrigation",1.175109802
"QY095","BNP","Non-calcareous","irrigation",1.175109802
"QY095","BNPR","Non-calcareous","irrigation",1.175109802
"QY095","BNPL","Non-calcareous","irrigation",1.175109802
"QY095","BNPRLopt","Non-calcareous","irrigation",1.175109802
"QY095","BNPRLopt(dep)","Non-calcareous","irrigation",1.175109802
"QY095","BAU","Non-calcareous","fertilizer",0.400028163
"QY095","BNP","Non-calcareous","fertilizer",0.09542832
"QY095","BNPR","Non-calcareous","fertilizer",0.093150773
"QY095","BNPL","Non-calcareous","fertilizer",0.09542832
"QY095","BNPRLopt","Non-calcareous","fertilizer",0.093150773
"QY095","BNPRLopt(dep)","Non-calcareous","fertilizer",0.093150773
"QY095","BAU","Non-calcareous","total input",6.860932372
"QY095","BNP","Non-calcareous","total input",6.116556417
"QY095","BNPR","Non-calcareous","total input",6.11427887
"QY095","BNPL","Non-calcareous","total input",6.116556417
"QY095","BNPRLopt","Non-calcareous","total input",4.080398542
"QY095","BNPRLopt(dep)","Non-calcareous","total input",4.080398542
"QY095","Critical input","Non-calcareous","total input",4.56370662592682
"QY095","Critical input","Non-calcareous","critical input",4.56370662592682
"QY101","BAU","Non-calcareous","deposition",6.180166245
"QY101","BNP","Non-calcareous","deposition",6.180166245
"QY101","BNPR","Non-calcareous","deposition",6.180166245
"QY101","BNPL","Non-calcareous","deposition",6.180166245
"QY101","BNPRLopt","Non-calcareous","deposition",2.328515997
"QY101","BNPRLopt(dep)","Non-calcareous","deposition",1.584515997
"QY101","BAU","Non-calcareous","manure",0
"QY101","BNP","Non-calcareous","manure",0
"QY101","BNPR","Non-calcareous","manure",0.744
"QY101","BNPL","Non-calcareous","manure",0
"QY101","BNPRLopt","Non-calcareous","manure",0
"QY101","BNPRLopt(dep)","Non-calcareous","manure",0.744
"QY101","BAU","Non-calcareous","irrigation",1.183543612
"QY101","BNP","Non-calcareous","irrigation",1.183543612
"QY101","BNPR","Non-calcareous","irrigation",1.183543612
"QY101","BNPL","Non-calcareous","irrigation",1.183543612
"QY101","BNPRLopt","Non-calcareous","irrigation",1.183543612
"QY101","BNPRLopt(dep)","Non-calcareous","irrigation",1.183543612
"QY101","BAU","Non-calcareous","fertilizer",0.472902899
"QY101","BNP","Non-calcareous","fertilizer",0.157849778
"QY101","BNPR","Non-calcareous","fertilizer",0.093436931
"QY101","BNPL","Non-calcareous","fertilizer",0.157849778
"QY101","BNPRLopt","Non-calcareous","fertilizer",0.093436931
"QY101","BNPRLopt(dep)","Non-calcareous","fertilizer",0.093436931
"QY101","BAU","Non-calcareous","total input",7.836612756
"QY101","BNP","Non-calcareous","total input",7.521559635
"QY101","BNPR","Non-calcareous","total input",8.201146788
"QY101","BNPL","Non-calcareous","total input",7.521559635
"QY101","BNPRLopt","Non-calcareous","total input",3.60549654
"QY101","BNPRLopt(dep)","Non-calcareous","total input",3.60549654
"QY101","Critical input","Non-calcareous","total input",4.02283829179791
"QY101","Critical input","Non-calcareous","critical input",4.02283829179791
"QY106","BAU","Calcareous","deposition",4.972505093
"QY106","BNP","Calcareous","deposition",4.972505093
"QY106","BNPR","Calcareous","deposition",4.972505093
"QY106","BNPL","Calcareous","deposition",4.972505093
"QY106","BNPRLopt","Calcareous","deposition",1.632916742
"QY106","BNPRLopt(dep)","Calcareous","deposition",0
"QY106","BAU","Calcareous","manure",0
"QY106","BNP","Calcareous","manure",0
"QY106","BNPR","Calcareous","manure",2.4149
"QY106","BNPL","Calcareous","manure",0
"QY106","BNPRLopt","Calcareous","manure",0
"QY106","BNPRLopt(dep)","Calcareous","manure",1.632916742
"QY106","BAU","Calcareous","irrigation",1.19183736
"QY106","BNP","Calcareous","irrigation",1.19183736
"QY106","BNPR","Calcareous","irrigation",1.19183736
"QY106","BNPL","Calcareous","irrigation",1.19183736
"QY106","BNPRLopt","Calcareous","irrigation",1.19183736
"QY106","BNPRLopt(dep)","Calcareous","irrigation",1.19183736
"QY106","BAU","Calcareous","fertilizer",0.630974324
"QY106","BNP","Calcareous","fertilizer",0.414336997
"QY106","BNPR","Calcareous","fertilizer",0.218600751
"QY106","BNPL","Calcareous","fertilizer",0.414336997
"QY106","BNPRLopt","Calcareous","fertilizer",0.218600751
"QY106","BNPRLopt(dep)","Calcareous","fertilizer",0.218600751
"QY106","BAU","Calcareous","total input",6.795316777
"QY106","BNP","Calcareous","total input",6.57867945
"QY106","BNPR","Calcareous","total input",8.797843204
"QY106","BNPL","Calcareous","total input",6.57867945
"QY106","BNPRLopt","Calcareous","total input",3.043354853
"QY106","BNPRLopt(dep)","Calcareous","total input",3.043354853
"QY106","Critical input","Calcareous","total input",3.27958020092128
"QY106","Critical input","Calcareous","critical input",3.27958020092128
"QY107","BAU","Non-calcareous","deposition",5.185857296
"QY107","BNP","Non-calcareous","deposition",5.185857296
"QY107","BNPR","Non-calcareous","deposition",5.185857296
"QY107","BNPL","Non-calcareous","deposition",5.185857296
"QY107","BNPRLopt","Non-calcareous","deposition",0.738042031
"QY107","BNPRLopt(dep)","Non-calcareous","deposition",0
"QY107","BAU","Non-calcareous","manure",0
"QY107","BNP","Non-calcareous","manure",0
"QY107","BNPR","Non-calcareous","manure",1.2896
"QY107","BNPL","Non-calcareous","manure",0
"QY107","BNPRLopt","Non-calcareous","manure",0
"QY107","BNPRLopt(dep)","Non-calcareous","manure",0.738042031
"QY107","BAU","Non-calcareous","irrigation",1.179206482
"QY107","BNP","Non-calcareous","irrigation",1.179206482
"QY107","BNPR","Non-calcareous","irrigation",1.179206482
"QY107","BNPL","Non-calcareous","irrigation",1.179206482
"QY107","BNPRLopt","Non-calcareous","irrigation",1.179206482
"QY107","BNPRLopt(dep)","Non-calcareous","irrigation",1.179206482
"QY107","BAU","Non-calcareous","fertilizer",0.487909439
"QY107","BNP","Non-calcareous","fertilizer",0.3490091
"QY107","BNPR","Non-calcareous","fertilizer",0.243971912
"QY107","BNPL","Non-calcareous","fertilizer",0.3490091
"QY107","BNPRLopt","Non-calcareous","fertilizer",0.243971912
"QY107","BNPRLopt(dep)","Non-calcareous","fertilizer",0.243971912
"QY107","BAU","Non-calcareous","total input",6.852973217
"QY107","BNP","Non-calcareous","total input",6.714072878
"QY107","BNPR","Non-calcareous","total input",7.89863569
"QY107","BNPL","Non-calcareous","total input",6.714072878
"QY107","BNPRLopt","Non-calcareous","total input",2.161220425
"QY107","BNPRLopt(dep)","Non-calcareous","total input",2.161220425
"QY107","Critical input","Non-calcareous","total input",2.32774272325203
"QY107","Critical input","Non-calcareous","critical input",2.32774272325203
"QY110","BAU","Non-calcareous","deposition",5.305033207
"QY110","BNP","Non-calcareous","deposition",5.305033207
"QY110","BNPR","Non-calcareous","deposition",5.305033207
"QY110","BNPL","Non-calcareous","deposition",5.305033207
"QY110","BNPRLopt","Non-calcareous","deposition",2.765415861
"QY110","BNPRLopt(dep)","Non-calcareous","deposition",0
"QY110","BAU","Non-calcareous","manure",0
"QY110","BNP","Non-calcareous","manure",0
"QY110","BNPR","Non-calcareous","manure",2.9636
"QY110","BNPL","Non-calcareous","manure",0
"QY110","BNPRLopt","Non-calcareous","manure",0
"QY110","BNPRLopt(dep)","Non-calcareous","manure",2.765415861
"QY110","BAU","Non-calcareous","irrigation",1.246596876
"QY110","BNP","Non-calcareous","irrigation",1.246596876
"QY110","BNPR","Non-calcareous","irrigation",1.246596876
"QY110","BNPL","Non-calcareous","irrigation",1.246596876
"QY110","BNPRLopt","Non-calcareous","irrigation",1.246596876
"QY110","BNPRLopt(dep)","Non-calcareous","irrigation",1.246596876
"QY110","BAU","Non-calcareous","fertilizer",0.481625348
"QY110","BNP","Non-calcareous","fertilizer",0.517351946
"QY110","BNPR","Non-calcareous","fertilizer",0.283295052
"QY110","BNPL","Non-calcareous","fertilizer",0.517351946
"QY110","BNPRLopt","Non-calcareous","fertilizer",0.283295052
"QY110","BNPRLopt(dep)","Non-calcareous","fertilizer",0.283295052
"QY110","BAU","Non-calcareous","total input",7.033255431
"QY110","BNP","Non-calcareous","total input",7.068982029
"QY110","BNPR","Non-calcareous","total input",9.798525135
"QY110","BNPL","Non-calcareous","total input",7.068982029
"QY110","BNPRLopt","Non-calcareous","total input",4.295307789
"QY110","BNPRLopt(dep)","Non-calcareous","total input",4.295307789
"QY110","Critical input","Non-calcareous","total input",4.69133413954547
"QY110","Critical input","Non-calcareous","critical input",4.69133413954547
"QY154","BAU","Non-calcareous","deposition",5.672376156
"QY154","BNP","Non-calcareous","deposition",5.672376156
"QY154","BNPR","Non-calcareous","deposition",5.672376156
"QY154","BNPL","Non-calcareous","deposition",5.672376156
"QY154","BNPRLopt","Non-calcareous","deposition",2.207893405
"QY154","BNPRLopt(dep)","Non-calcareous","deposition",1.569367293
"QY154","BAU","Non-calcareous","manure",0.638526112
"QY154","BNP","Non-calcareous","manure",0.638526112
"QY154","BNPR","Non-calcareous","manure",0.638526112
"QY154","BNPL","Non-calcareous","manure",0.638526112
"QY154","BNPRLopt","Non-calcareous","manure",0
"QY154","BNPRLopt(dep)","Non-calcareous","manure",0.638526112
"QY154","BAU","Non-calcareous","irrigation",1.137423059
"QY154","BNP","Non-calcareous","irrigation",1.137423059
"QY154","BNPR","Non-calcareous","irrigation",1.137423059
"QY154","BNPL","Non-calcareous","irrigation",1.137423059
"QY154","BNPRLopt","Non-calcareous","irrigation",1.137423059
"QY154","BNPRLopt(dep)","Non-calcareous","irrigation",1.137423059
"QY154","BAU","Non-calcareous","fertilizer",0.143508512
"QY154","BNP","Non-calcareous","fertilizer",0.084101161
"QY154","BNPR","Non-calcareous","fertilizer",0.029949926
"QY154","BNPL","Non-calcareous","fertilizer",0.084101161
"QY154","BNPRLopt","Non-calcareous","fertilizer",0.029949926
"QY154","BNPRLopt(dep)","Non-calcareous","fertilizer",0.029949926
"QY154","BAU","Non-calcareous","total input",7.591833839
"QY154","BNP","Non-calcareous","total input",7.532426488
"QY154","BNPR","Non-calcareous","total input",7.478275253
"QY154","BNPL","Non-calcareous","total input",7.532426488
"QY154","BNPRLopt","Non-calcareous","total input",3.37526639
"QY154","BNPRLopt(dep)","Non-calcareous","total input",3.37526639
"QY154","Critical input","Non-calcareous","total input",3.69452307790866
"QY154","Critical input","Non-calcareous","critical input",3.69452307790866
"QY163","BAU","Non-calcareous","deposition",9.818370819
"QY163","BNP","Non-calcareous","deposition",9.818370819
"QY163","BNPR","Non-calcareous","deposition",9.818370819
"QY163","BNPL","Non-calcareous","deposition",9.818370819
"QY163","BNPRLopt","Non-calcareous","deposition",3.670291708
"QY163","BNPRLopt(dep)","Non-calcareous","deposition",0
"QY163","BAU","Non-calcareous","manure",0
"QY163","BNP","Non-calcareous","manure",0
"QY163","BNPR","Non-calcareous","manure",5.2824
"QY163","BNPL","Non-calcareous","manure",0
"QY163","BNPRLopt","Non-calcareous","manure",0
"QY163","BNPRLopt(dep)","Non-calcareous","manure",3.670291708
"QY163","BAU","Non-calcareous","irrigation",1.176806098
"QY163","BNP","Non-calcareous","irrigation",1.176806098
"QY163","BNPR","Non-calcareous","irrigation",1.176806098
"QY163","BNPL","Non-calcareous","irrigation",1.176806098
"QY163","BNPRLopt","Non-calcareous","irrigation",1.176806098
"QY163","BNPRLopt(dep)","Non-calcareous","irrigation",1.176806098
"QY163","BAU","Non-calcareous","fertilizer",0.685249516
"QY163","BNP","Non-calcareous","fertilizer",0.527760059
"QY163","BNPR","Non-calcareous","fertilizer",0.110985582
"QY163","BNPL","Non-calcareous","fertilizer",0.527760059
"QY163","BNPRLopt","Non-calcareous","fertilizer",0.110985582
"QY163","BNPRLopt(dep)","Non-calcareous","fertilizer",0.110985582
"QY163","BAU","Non-calcareous","total input",11.680426433
"QY163","BNP","Non-calcareous","total input",11.522936976
"QY163","BNPR","Non-calcareous","total input",16.388562499
"QY163","BNPL","Non-calcareous","total input",11.522936976
"QY163","BNPRLopt","Non-calcareous","total input",4.958083388
"QY163","BNPRLopt(dep)","Non-calcareous","total input",4.958083388
"QY163","Critical input","Non-calcareous","total input",5.26294418067551
"QY163","Critical input","Non-calcareous","critical input",5.26294418067551
"QY165","BAU","Calcareous","deposition",10.394557
"QY165","BNP","Calcareous","deposition",10.394557
"QY165","BNPR","Calcareous","deposition",10.394557
"QY165","BNPL","Calcareous","deposition",10.394557
"QY165","BNPRLopt","Calcareous","deposition",2.237728262
"QY165","BNPRLopt(dep)","Calcareous","deposition",0
"QY165","BAU","Calcareous","manure",0
"QY165","BNP","Calcareous","manure",0
"QY165","BNPR","Calcareous","manure",3.91685
"QY165","BNPL","Calcareous","manure",0
"QY165","BNPRLopt","Calcareous","manure",0
"QY165","BNPRLopt(dep)","Calcareous","manure",2.237728262
"QY165","BAU","Calcareous","irrigation",1.084520564
"QY165","BNP","Calcareous","irrigation",1.084520564
"QY165","BNPR","Calcareous","irrigation",1.084520564
"QY165","BNPL","Calcareous","irrigation",1.084520564
"QY165","BNPRLopt","Calcareous","irrigation",1.084520564
"QY165","BNPRLopt(dep)","Calcareous","irrigation",1.084520564
"QY165","BAU","Calcareous","fertilizer",1.754813717
"QY165","BNP","Calcareous","fertilizer",0.814412732
"QY165","BNPR","Calcareous","fertilizer",0.503065038
"QY165","BNPL","Calcareous","fertilizer",0.814412732
"QY165","BNPRLopt","Calcareous","fertilizer",0.503065038
"QY165","BNPRLopt(dep)","Calcareous","fertilizer",0.503065038
"QY165","BAU","Calcareous","total input",13.233891281
"QY165","BNP","Calcareous","total input",12.293490296
"QY165","BNPR","Calcareous","total input",15.898992602
"QY165","BNPL","Calcareous","total input",12.293490296
"QY165","BNPRLopt","Calcareous","total input",3.825313864
"QY165","BNPRLopt(dep)","Calcareous","total input",3.825313864
"QY165","Critical input","Calcareous","total input",4.07841763963701
"QY165","Critical input","Calcareous","critical input",4.07841763963701
"QY175","BAU","Calcareous","deposition",4.827932835
"QY175","BNP","Calcareous","deposition",4.827932835
"QY175","BNPR","Calcareous","deposition",4.827932835
"QY175","BNPL","Calcareous","deposition",4.827932835
"QY175","BNPRLopt","Calcareous","deposition",4.162290911
"QY175","BNPRLopt(dep)","Calcareous","deposition",2.277490911
"QY175","BAU","Calcareous","manure",0
"QY175","BNP","Calcareous","manure",0
"QY175","BNPR","Calcareous","manure",1.8848
"QY175","BNPL","Calcareous","manure",0
"QY175","BNPRLopt","Calcareous","manure",0
"QY175","BNPRLopt(dep)","Calcareous","manure",1.8848
"QY175","BAU","Calcareous","irrigation",1.336850399
"QY175","BNP","Calcareous","irrigation",1.336850399
"QY175","BNPR","Calcareous","irrigation",1.336850399
"QY175","BNPL","Calcareous","irrigation",1.336850399
"QY175","BNPRLopt","Calcareous","irrigation",1.336850399
"QY175","BNPRLopt(dep)","Calcareous","irrigation",1.336850399
"QY175","BAU","Calcareous","fertilizer",0.385677312
"QY175","BNP","Calcareous","fertilizer",0.218819627
"QY175","BNPR","Calcareous","fertilizer",0.06349792
"QY175","BNPL","Calcareous","fertilizer",0.218819627
"QY175","BNPRLopt","Calcareous","fertilizer",0.06349792
"QY175","BNPRLopt(dep)","Calcareous","fertilizer",0.06349792
"QY175","BAU","Calcareous","total input",6.550460546
"QY175","BNP","Calcareous","total input",6.383602861
"QY175","BNPR","Calcareous","total input",8.113081154
"QY175","BNPL","Calcareous","total input",6.383602861
"QY175","BNPRLopt","Calcareous","total input",5.56263923
"QY175","BNPRLopt(dep)","Calcareous","total input",5.56263923
"QY175","Critical input","Calcareous","total input",5.97898004873655
"QY175","Critical input","Calcareous","critical input",5.97898004873655
"QY182","BAU","Calcareous","deposition",12.69538975
"QY182","BNP","Calcareous","deposition",12.69538975
"QY182","BNPR","Calcareous","deposition",12.69538975
"QY182","BNPL","Calcareous","deposition",12.69538975
"QY182","BNPRLopt","Calcareous","deposition",1.204466225
"QY182","BNPRLopt(dep)","Calcareous","deposition",0
"QY182","BAU","Calcareous","manure",0
"QY182","BNP","Calcareous","manure",0
"QY182","BNPR","Calcareous","manure",1.22512
"QY182","BNPL","Calcareous","manure",0
"QY182","BNPRLopt","Calcareous","manure",0
"QY182","BNPRLopt(dep)","Calcareous","manure",1.204466225
"QY182","BAU","Calcareous","irrigation",1.10363762
"QY182","BNP","Calcareous","irrigation",1.10363762
"QY182","BNPR","Calcareous","irrigation",1.10363762
"QY182","BNPL","Calcareous","irrigation",1.10363762
"QY182","BNPRLopt","Calcareous","irrigation",1.10363762
"QY182","BNPRLopt(dep)","Calcareous","irrigation",1.10363762
"QY182","BAU","Calcareous","fertilizer",0.849386469
"QY182","BNP","Calcareous","fertilizer",0.263392558
"QY182","BNPR","Calcareous","fertilizer",0.162755583
"QY182","BNPL","Calcareous","fertilizer",0.263392558
"QY182","BNPRLopt","Calcareous","fertilizer",0.162755583
"QY182","BNPRLopt(dep)","Calcareous","fertilizer",0.162755583
"QY182","BAU","Calcareous","total input",14.648413839
"QY182","BNP","Calcareous","total input",14.062419928
"QY182","BNPR","Calcareous","total input",15.186902953
"QY182","BNPL","Calcareous","total input",14.062419928
"QY182","BNPRLopt","Calcareous","total input",2.470859428
"QY182","BNPRLopt(dep)","Calcareous","total input",2.470859428
"QY182","Critical input","Calcareous","total input",2.70702092442736
"QY182","Critical input","Calcareous","critical input",2.70702092442736
"QY189","BAU","Calcareous","deposition",3.231766701
"QY189","BNP","Calcareous","deposition",3.231766701
"QY189","BNPR","Calcareous","deposition",3.231766701
"QY189","BNPL","Calcareous","deposition",3.231766701
"QY189","BNPRLopt","Calcareous","deposition",3.231766701
"QY189","BNPRLopt(dep)","Calcareous","deposition",3.231766701
"QY189","BAU","Calcareous","manure",0
"QY189","BNP","Calcareous","manure",0
"QY189","BNPR","Calcareous","manure",2.81542
"QY189","BNPL","Calcareous","manure",0
"QY189","BNPRLopt","Calcareous","manure",2.81542
"QY189","BNPRLopt(dep)","Calcareous","manure",2.81542
"QY189","BAU","Calcareous","irrigation",1.493477194
"QY189","BNP","Calcareous","irrigation",1.493477194
"QY189","BNPR","Calcareous","irrigation",1.493477194
"QY189","BNPL","Calcareous","irrigation",1.493477194
"QY189","BNPRLopt","Calcareous","irrigation",1.493477194
"QY189","BNPRLopt(dep)","Calcareous","irrigation",1.493477194
"QY189","BAU","Calcareous","fertilizer",0.480734013
"QY189","BNP","Calcareous","fertilizer",0.465915891
"QY189","BNPR","Calcareous","fertilizer",0.241971027
"QY189","BNPL","Calcareous","fertilizer",0.465915891
"QY189","BNPRLopt","Calcareous","fertilizer",0.241971027
"QY189","BNPRLopt(dep)","Calcareous","fertilizer",0.241971027
"QY189","BAU","Calcareous","total input",5.205977908
"QY189","BNP","Calcareous","total input",5.191159786
"QY189","BNPR","Calcareous","total input",7.782634922
"QY189","BNPL","Calcareous","total input",5.191159786
"QY189","BNPRLopt","Calcareous","total input",7.782634922
"QY189","BNPRLopt(dep)","Calcareous","total input",7.782634922
"QY189","Critical input","Calcareous","total input",12.1012843315976
"QY189","Critical input","Calcareous","critical input",12.1012843315976
"QY193","BAU","Calcareous","deposition",3.534766912
"QY193","BNP","Calcareous","deposition",3.534766912
"QY193","BNPR","Calcareous","deposition",3.534766912
"QY193","BNPL","Calcareous","deposition",3.534766912
"QY193","BNPRLopt","Calcareous","deposition",3.534766912
"QY193","BNPRLopt(dep)","Calcareous","deposition",1.111319088
"QY193","BAU","Calcareous","manure",0
"QY193","BNP","Calcareous","manure",0
"QY193","BNPR","Calcareous","manure",2.4738
"QY193","BNPL","Calcareous","manure",0
"QY193","BNPRLopt","Calcareous","manure",0.050352176
"QY193","BNPRLopt(dep)","Calcareous","manure",2.4738
"QY193","BAU","Calcareous","irrigation",1.324394635
"QY193","BNP","Calcareous","irrigation",1.324394635
"QY193","BNPR","Calcareous","irrigation",1.324394635
"QY193","BNPL","Calcareous","irrigation",1.324394635
"QY193","BNPRLopt","Calcareous","irrigation",1.324394635
"QY193","BNPRLopt(dep)","Calcareous","irrigation",1.324394635
"QY193","BAU","Calcareous","fertilizer",1.085277679
"QY193","BNP","Calcareous","fertilizer",0.444267959
"QY193","BNPR","Calcareous","fertilizer",0.240666392
"QY193","BNPL","Calcareous","fertilizer",0.444267959
"QY193","BNPRLopt","Calcareous","fertilizer",0.240666392
"QY193","BNPRLopt(dep)","Calcareous","fertilizer",0.240666392
"QY193","BAU","Calcareous","total input",5.944439226
"QY193","BNP","Calcareous","total input",5.303429506
"QY193","BNPR","Calcareous","total input",7.573627939
"QY193","BNPL","Calcareous","total input",5.303429506
"QY193","BNPRLopt","Calcareous","total input",5.150180115
"QY193","BNPRLopt(dep)","Calcareous","total input",5.150180115
"QY193","Critical input","Calcareous","total input",5.39000514336414
"QY193","Critical input","Calcareous","critical input",5.39000514336414
"QY199","BAU","Calcareous","deposition",19.24587631
"QY199","BNP","Calcareous","deposition",19.24587631
"QY199","BNPR","Calcareous","deposition",19.24587631
"QY199","BNPL","Calcareous","deposition",19.24587631
"QY199","BNPRLopt","Calcareous","deposition",1.326072235
"QY199","BNPRLopt(dep)","Calcareous","deposition",0
"QY199","BAU","Calcareous","manure",0
"QY199","BNP","Calcareous","manure",0
"QY199","BNPR","Calcareous","manure",2.81542
"QY199","BNPL","Calcareous","manure",0
"QY199","BNPRLopt","Calcareous","manure",0
"QY199","BNPRLopt(dep)","Calcareous","manure",1.326072235
"QY199","BAU","Calcareous","irrigation",1.149688075
"QY199","BNP","Calcareous","irrigation",1.149688075
"QY199","BNPR","Calcareous","irrigation",1.149688075
"QY199","BNPL","Calcareous","irrigation",1.149688075
"QY199","BNPRLopt","Calcareous","irrigation",1.149688075
"QY199","BNPRLopt(dep)","Calcareous","irrigation",1.149688075
"QY199","BAU","Calcareous","fertilizer",1.075391141
"QY199","BNP","Calcareous","fertilizer",0.517475938
"QY199","BNPR","Calcareous","fertilizer",0.293531073
"QY199","BNPL","Calcareous","fertilizer",0.517475938
"QY199","BNPRLopt","Calcareous","fertilizer",0.293531073
"QY199","BNPRLopt(dep)","Calcareous","fertilizer",0.293531073
"QY199","BAU","Calcareous","total input",21.470955526
"QY199","BNP","Calcareous","total input",20.913040323
"QY199","BNPR","Calcareous","total input",23.504515458
"QY199","BNPL","Calcareous","total input",20.913040323
"QY199","BNPRLopt","Calcareous","total input",2.769291383
"QY199","BNPRLopt(dep)","Calcareous","total input",2.769291383
"QY199","Critical input","Calcareous","total input",2.96023645090392
"QY199","Critical input","Calcareous","critical input",2.96023645090392
"QY200","BAU","Calcareous","deposition",17.8643055
"QY200","BNP","Calcareous","deposition",17.8643055
"QY200","BNPR","Calcareous","deposition",17.8643055
"QY200","BNPL","Calcareous","deposition",17.8643055
"QY200","BNPRLopt","Calcareous","deposition",1.10944514
"QY200","BNPRLopt(dep)","Calcareous","deposition",0
"QY200","BAU","Calcareous","manure",0
"QY200","BNP","Calcareous","manure",0
"QY200","BNPR","Calcareous","manure",1.61386
"QY200","BNPL","Calcareous","manure",0
"QY200","BNPRLopt","Calcareous","manure",0
"QY200","BNPRLopt(dep)","Calcareous","manure",1.10944514
"QY200","BAU","Calcareous","irrigation",1.131679777
"QY200","BNP","Calcareous","irrigation",1.131679777
"QY200","BNPR","Calcareous","irrigation",1.131679777
"QY200","BNPL","Calcareous","irrigation",1.131679777
"QY200","BNPRLopt","Calcareous","irrigation",1.131679777
"QY200","BNPRLopt(dep)","Calcareous","irrigation",1.131679777
"QY200","BAU","Calcareous","fertilizer",0.436028241
"QY200","BNP","Calcareous","fertilizer",0.170105051
"QY200","BNPR","Calcareous","fertilizer",0.040396041
"QY200","BNPL","Calcareous","fertilizer",0.170105051
"QY200","BNPRLopt","Calcareous","fertilizer",0.040396041
"QY200","BNPRLopt(dep)","Calcareous","fertilizer",0.040396041
"QY200","BAU","Calcareous","total input",19.432013518
"QY200","BNP","Calcareous","total input",19.166090328
"QY200","BNPR","Calcareous","total input",20.650241318
"QY200","BNPL","Calcareous","total input",19.166090328
"QY200","BNPRLopt","Calcareous","total input",2.281520958
"QY200","BNPRLopt(dep)","Calcareous","total input",2.281520958
"QY200","Critical input","Calcareous","total input",2.50144871757019
"QY200","Critical input","Calcareous","critical input",2.50144871757019
"QY207","BAU","Non-calcareous","deposition",4.148550987
"QY207","BNP","Non-calcareous","deposition",4.148550987
"QY207","BNPR","Non-calcareous","deposition",4.148550987
"QY207","BNPL","Non-calcareous","deposition",4.148550987
"QY207","BNPRLopt","Non-calcareous","deposition",4.148550987
"QY207","BNPRLopt(dep)","Non-calcareous","deposition",4.065119763
"QY207","BAU","Non-calcareous","manure",0.56222425
"QY207","BNP","Non-calcareous","manure",0.56222425
"QY207","BNPR","Non-calcareous","manure",0.56222425
"QY207","BNPL","Non-calcareous","manure",0.56222425
"QY207","BNPRLopt","Non-calcareous","manure",0.478793026
"QY207","BNPRLopt(dep)","Non-calcareous","manure",0.56222425
"QY207","BAU","Non-calcareous","irrigation",1.310014751
"QY207","BNP","Non-calcareous","irrigation",1.310014751
"QY207","BNPR","Non-calcareous","irrigation",1.310014751
"QY207","BNPL","Non-calcareous","irrigation",1.310014751
"QY207","BNPRLopt","Non-calcareous","irrigation",1.310014751
"QY207","BNPRLopt(dep)","Non-calcareous","irrigation",1.310014751
"QY207","BAU","Non-calcareous","fertilizer",1.09962853
"QY207","BNP","Non-calcareous","fertilizer",0.546355179
"QY207","BNPR","Non-calcareous","fertilizer",0.194712687
"QY207","BNPL","Non-calcareous","fertilizer",0.546355179
"QY207","BNPRLopt","Non-calcareous","fertilizer",0.194712687
"QY207","BNPRLopt(dep)","Non-calcareous","fertilizer",0.194712687
"QY207","BAU","Non-calcareous","total input",7.120418518
"QY207","BNP","Non-calcareous","total input",6.567145167
"QY207","BNPR","Non-calcareous","total input",6.215502675
"QY207","BNPL","Non-calcareous","total input",6.567145167
"QY207","BNPRLopt","Non-calcareous","total input",6.132071451
"QY207","BNPRLopt(dep)","Non-calcareous","total input",6.132071451
"QY207","Critical input","Non-calcareous","total input",6.45905077757739
"QY207","Critical input","Non-calcareous","critical input",6.45905077757739
"QY208","BAU","Calcareous","deposition",2.685848951
"QY208","BNP","Calcareous","deposition",2.685848951
"QY208","BNPR","Calcareous","deposition",2.685848951
"QY208","BNPL","Calcareous","deposition",2.685848951
"QY208","BNPRLopt","Calcareous","deposition",1.931165606
"QY208","BNPRLopt(dep)","Calcareous","deposition",1.931165606
"QY208","BAU","Calcareous","manure",4.979700498
"QY208","BNP","Calcareous","manure",0
"QY208","BNPR","Calcareous","manure",0
"QY208","BNPL","Calcareous","manure",0
"QY208","BNPRLopt","Calcareous","manure",0
"QY208","BNPRLopt(dep)","Calcareous","manure",0
